Word	product	level
stu0441	UPF0346 protein stu0441	0
stu0508	UPF0291 protein stu0508	0
stu0548	UPF0176 protein stu0548	0
stu0643	UPF0342 protein stu0643	0
stu0831	UPF0042 nucleotide-binding protein stu0831	0
stu0888	UPF0122 protein stu0888	0
stu0998	UPF0223 protein stu0998	0
stu1377	UPF0371 protein stu1377	0
stu1465	UPF0758 protein stu1465	0
stu1598	Nucleoid-associated protein stu1598	0
stu1615	UPF0348 protein stu1615	0
stu1773	UPF0356 protein stu1773	0
stu1894	UPF0340 protein stu1894	0
stu1959	UPF0297 protein stu1959	0
stu1961	UPF0473 protein stu1961	0
stu1967	UPF0246 protein stu1967	0
subunit	ATP-dependent protease ATP-binding subunit-like protein	2
sucrase	Extracellular sucrase	2
sucrose	PTS system sucrose-specific EIIBC component	2
sulfate	Chondroitin sulfate ABC endolyase	2
surface	Cell surface antigen I/II	2
tangled	Fine tangled pili major subunit	2
tll2439	Putative ABC transporter ATP-binding protein tll2439	0
tlr1707	UPF0758 protein tlr1707	0
traffic	Subversion of eukaryotic traffic protein A	2
vaccine	Pneumococcal vaccine antigen A	2
vesicle	Gas vesicle protein C	2
y2773.1	UPF0434 protein YPO1399/y2773.1/YP_1194	0
y2792.1	Uncharacterized MFS-type transporter YPO1380/y2792.1/YP_1213	0
A1S_0323	UPF0345 protein A1S_0323	0
A1S_0588	UPF0042 nucleotide-binding protein A1S_0588	0
A1S_1049	UPF0102 protein A1S_1049	0
A1S_1267	UPF0271 protein A1S_1267	0
A1S_1268	UPF0317 protein A1S_1268	0
A1S_1496	Probable transcriptional regulatory protein A1S_1496	0
A1S_1684	Nucleoid-associated protein A1S_1684	0
A1S_1688	YcgL domain-containing protein A1S_1688	0
A1S_1909	UPF0060 membrane protein A1S_1909	0
A1S_2121	UPF0756 membrane protein A1S_2121	0
A1S_2267	UPF0246 protein A1S_2267	0
A1S_2615	UPF0178 protein A1S_2615	0
A1S_2918	UPF0758 protein A1S_2918	0
A1S_3910	UPF0391 membrane protein A1S_3910	0
ABO_0024	UPF0391 membrane protein ABO_0024	0
ABO_0048	UPF0234 protein ABO_0048	0
ABO_0112	UPF0301 protein ABO_0112	0
ABO_0214	UPF0758 protein ABO_0214	0
ABO_0533	Maf-like protein ABO_0533	0
ABO_0549	UPF0042 nucleotide-binding protein ABO_0549	0
ABO_0585	UPF0102 protein ABO_0585	0
ABO_0750	Probable transcriptional regulatory protein ABO_0750	0
ABO_1064	Maf-like protein ABO_1064	0
ABO_1338	UPF0246 protein ABO_1338	0
ABO_1373	UPF0060 membrane protein ABO_1373	0
ABO_1518	UPF0276 protein ABO_1518	0
ABO_1543	UPF0761 membrane protein ABO_1543	0
ABO_1767	YcgL domain-containing protein ABO_1767	0
ABO_1774	Nucleoid-associated protein ABO_1774	0
ABO_1803	Probable transcriptional regulatory protein ABO_1803	0
ABO_2103	UPF0434 protein ABO_2103	0
ABO_2424	UPF0061 protein ABO_2424	0
ABO_2626	UPF0345 protein ABO_2626	0
ACL_0044	Probable transcriptional regulatory protein ACL_0044	0
ACL_1123	UPF0176 protein ACL_1123	0
ACL_1383	Maf-like protein ACL_1383	0
ACP_0492	Nucleoid-associated protein ACP_0492	0
ACP_0521	Probable transcriptional regulatory protein ACP_0521	0
ACP_0619	UPF0042 nucleotide-binding protein ACP_0619	0
ACP_1015	UPF0303 protein ACP_1015	0
AFE_0059	Probable transcriptional regulatory protein AFE_0059	0
AFE_0358	UPF0758 protein AFE_0358	0
AFE_0977	UPF0234 protein AFE_0977	0
AFE_1661	UPF0753 protein AFE_1661	0
AFE_1920	Nucleoid-associated protein AFE_1920	0
AFE_3021	UPF0042 nucleotide-binding protein AFE_3021	0
AFE_3267	UPF0178 protein AFE_3267	0
AHA_0160	UPF0758 protein AHA_0160	0
AHA_0543	UPF0178 protein AHA_0543	0
AHA_0994	UPF0270 protein AHA_0994	0
AHA_1129	UPF0234 protein AHA_1129	0
AHA_1169	UPF0325 protein AHA_1169	0
AHA_1522	Probable transcriptional regulatory protein AHA_1522	0
AHA_1619	UPF0597 protein AHA_1619	0
AHA_1665	UPF0352 protein AHA_1665	0
AHA_2115	UPF0253 protein AHA_2115	0
AHA_2135	YcgL domain-containing protein AHA_2135	0
AHA_2139	UPF0345 protein AHA_2139	0
AHA_2212	Nucleoid-associated protein AHA_2212	0
AHA_2357	UPF0115 protein AHA_2357	0
AHA_2410	UPF0060 membrane protein AHA_2410	0
AHA_2450	Putative transport protein AHA_2450	0
AHA_2580	UPF0145 protein AHA_2580	0
AHA_2776	UPF0434 protein AHA_2776	0
AHA_2872	UPF0502 protein AHA_2872	0
AHA_3492	Putative transport protein AHA_3492	0
AHA_3661	UPF0235 protein AHA_3661	0
AHA_3667	UPF0246 protein AHA_3667	0
AHA_3736	UPF0213 protein AHA_3736	0
AHA_3896	UPF0102 protein AHA_3896	0
AHA_3920	UPF0042 nucleotide-binding protein AHA_3920	0
AHA_3937	UPF0307 protein AHA_3937	0
AHA_4077	UPF0597 protein AHA_4077	0
AHA_4127	UPF0061 protein AHA_4127	0
AM1_1059	Maf-like protein AM1_1059	0
AM1_1075	UPF0176 protein AM1_1075	0
AM1_1179	UPF0178 protein AM1_1179	0
AM1_1847	Probable transcriptional regulatory protein AM1_1847	0
AM1_1863	UPF0234 protein AM1_1863	0
AM1_1885	UPF0367 protein AM1_1885	0
AM1_3026	UPF0276 protein AM1_3026	0
AM1_3954	UPF0102 protein AM1_3954	0
AM1_4276	UPF0246 protein AM1_4276	0
AM1_4368	UPF0758 protein AM1_4368	0
AM1_5042	UPF0391 membrane protein AM1_5042	0
AM1_5136	UPF0272 protein AM1_5136	0
AM1_5137	UPF0284 protein AM1_5137	0
AM1_5498	UPF0296 protein AM1_5498	0
AM1_5604	UPF0754 membrane protein AM1_5604	0
APH_0052	UPF0434 protein APH_0052	0
APH_0396	Maf-like protein APH_0396	0
APH_0480	Probable transcriptional regulatory protein APH_0480	0
APH_0962	UPF0176 protein APH_0962	0
APL_0075	Nucleoid-associated protein APL_0075	0
APL_0232	UPF0301 protein APL_0232	0
APL_0334	UPF0042 nucleotide-binding protein APL_0334	0
APL_0366	UPF0756 membrane protein APL_0366	0
APL_0429	Nucleoid-associated protein APL_0429	0
APL_0465	UPF0145 protein APL_0465	0
APL_0584	UPF0352 protein APL_0584	0
APL_0602	UPF0246 protein APL_0602	0
APL_0709	UPF0265 protein APL_0709	0
APL_0712	YcgL domain-containing protein APL_0712	0
APL_0730	UPF0307 protein APL_0730	0
APL_0863	UPF0181 protein APL_0863	0
APL_0966	Putative transport protein APL_0966	0
APL_0968	UPF0231 protein APL_0968	0
APL_1151	Probable transcriptional regulatory protein APL_1151	0
APL_1231	UPF0234 protein APL_1231	0
APL_1348	UPF0263 protein APL_1348	0
APL_1363	UPF0102 protein APL_1363	0
APL_1380	UPF0235 protein APL_1380	0
APL_1491	UPF0210 protein APL_1491	0
APL_1605	UPF0597 protein APL_1605	0
APL_1950	UPF0761 membrane protein APL_1950	0
APL_1970	UPF0758 protein APL_1970	0
ASA_0185	UPF0061 protein ASA_0185	0
ASA_0240	UPF0597 protein ASA_0240	0
ASA_0299	UPF0265 protein ASA_0299	0
ASA_0301	UPF0307 protein ASA_0301	0
ASA_0318	UPF0042 nucleotide-binding protein ASA_0318	0
ASA_0550	UPF0213 protein ASA_0550	0
ASA_0825	Putative transport protein ASA_0825	0
ASA_1331	UPF0251 protein ASA_1331	0
ASA_1460	UPF0502 protein ASA_1460	0
ASA_1553	UPF0434 protein ASA_1553	0
ASA_2087	Nucleoid-associated protein ASA_2087	0
ASA_2162	UPF0345 protein ASA_2162	0
ASA_2166	YcgL domain-containing protein ASA_2166	0
ASA_2184	UPF0253 protein ASA_2184	0
ASA_2267	UPF0060 membrane protein ASA_2267	0
ASA_2308	Putative transport protein ASA_2308	0
ASA_2693	UPF0352 protein ASA_2693	0
ASA_2843	Probable transcriptional regulatory protein ASA_2843	0
ASA_3165	UPF0325 protein ASA_3165	0
ASA_3207	UPF0234 protein ASA_3207	0
ASA_3305	UPF0270 protein ASA_3305	0
ASA_3628	UPF0235 protein ASA_3628	0
ASA_3634	UPF0246 protein ASA_3634	0
ASA_3749	UPF0178 protein ASA_3749	0
ASA_4118	UPF0761 membrane protein ASA_4118	0
ASA_4229	UPF0758 protein ASA_4229	0
AYWB_013	UPF0397 protein AYWB_013	0
AYWB_630	UPF0176 protein AYWB_630	0
AZC_0488	UPF0301 protein AZC_0488	0
AZC_0510	Probable transcriptional regulatory protein AZC_0510	0
AZC_0909	UPF0060 membrane protein AZC_0909	0
AZC_1310	UPF0753 protein AZC_1310	0
AZC_3085	Uncharacterized protein AZC_3085	0
AZC_3148	UPF0262 protein AZC_3148	0
AZC_3451	UPF0437 protein AZC_3451	0
AZC_3924	Uncharacterized protein AZC_3924	0
AZC_3926	Probable ABC transporter ATP-binding protein AZC_3926	0
AZC_4000	UPF0178 protein AZC_4000	0
AZC_4074	UPF0271 protein AZC_4074	0
AZC_4080	UPF0317 protein AZC_4080	0
AZC_4184	UPF0391 membrane protein AZC_4184	0
AZC_4471	UPF0102 protein AZC_4471	0
Abortive	Abortive phage resistance protein AbiGi	0
Abu_0255	UPF0102 protein Abu_0255	0
Abu_0429	Nucleoid-associated protein Abu_0429	0
Agropine	Agropine synthesis conjugase	0
Ajs_0414	UPF0102 protein Ajs_0414	0
Ajs_0703	UPF0391 membrane protein Ajs_0703	0
Ajs_0902	UPF0042 nucleotide-binding protein Ajs_0902	0
Ajs_1326	UPF0060 membrane protein Ajs_1326	0
Ajs_1473	UPF0060 membrane protein Ajs_1473	0
Ajs_1898	Probable transcriptional regulatory protein Ajs_1898	0
Ajs_2087	UPF0060 membrane protein Ajs_2087	0
Ajs_2306	UPF0434 protein Ajs_2306	0
Ajs_2742	UPF0345 protein Ajs_2742	0
Ajs_2750	UPF0234 protein Ajs_2750	0
Ajs_3392	UPF0502 protein Ajs_3392	0
Ajs_3450	UPF0758 protein Ajs_3450	0
Ajs_3511	UPF0391 membrane protein Ajs_3511	0
Ajs_3573	UPF0301 protein Ajs_3573	0
Alginate	Alginate biosynthesis protein Alg44	2
Alkaline	Alkaline protease	2
Ammonium	Ammonium transporter NrgA	2
Arginase	Arginase	2
Arginine	Arginine exporter protein ArgO	2
Aromatic	Aromatic amino acid exporter YddG	2
Arsenite	Arsenite resistance protein ArsB	2
Ava_0172	UPF0758 protein Ava_0172	0
Ava_0420	UPF0145 protein Ava_0420	0
Ava_0836	Maf-like protein Ava_0836	0
Ava_1028	UPF0061 protein Ava_1028	0
Ava_1228	Probable transcriptional regulatory protein Ava_1228	0
Ava_1421	UPF0754 membrane protein Ava_1421	0
Ava_1474	UPF0296 protein Ava_1474	0
Ava_2001	UPF0234 protein Ava_2001	0
Ava_2216	UPF0060 membrane protein Ava_2216	0
Ava_2322	Nucleoid-associated protein Ava_2322	0
Ava_2513	UPF0367 protein Ava_2513	0
Ava_2825	UPF0176 protein Ava_2825	0
Ava_3693	UPF0182 protein Ava_3693	0
Ava_3894	UPF0235 protein Ava_3894	0
Ava_4254	UPF0437 protein Ava_4254	0
Ava_4800	UPF0102 protein Ava_4800	0
Avi_0319	UPF0753 protein Avi_0319	0
Avi_0642	UPF0262 protein Avi_0642	0
Avi_1069	UPF0301 protein Avi_1069	0
Avi_1324	UPF0260 protein Avi_1324	0
Avi_2471	UPF0283 membrane protein Avi_2471	0
Avi_3631	Probable transcriptional regulatory protein Avi_3631	0
Avi_3695	UPF0335 protein Avi_3695	0
Avi_4243	UPF0434 protein Avi_4243	0
Avi_5849	UPF0317 protein Avi_5849	0
AvrBs1.1	Uncharacterized protein AvrBs1.1	0
BAA_0027	Nucleoid-associated protein BAA_0027	0
BAA_0470	UPF0435 protein BAA_0470	0
BAA_0589	UPF0374 protein BAA_0589	0
BAA_0600	UPF0295 protein BAA_0600	0
BAA_0622	Probable transcriptional regulatory protein BAA_0622	0
BAA_0633	UPF0229 protein BAA_0633	0
BAA_0968	UPF0754 membrane protein BAA_0968	0
BAA_0969	UPF0342 protein BAA_0969	0
BAA_1237	UPF0344 protein BAA_1237	0
BAA_1246	UPF0234 protein BAA_1246	0
BAA_1264	UPF0736 protein BAA_1264	0
BAA_1286	UPF0738 protein BAA_1286	0
BAA_1480	UPF0180 protein BAA_1480	0
BAA_1610	UPF0302 protein BAA_1610	0
BAA_1648	UPF0398 protein BAA_1648	0
BAA_1948	UPF0176 protein BAA_1948	0
BAA_2366	UPF0346 protein BAA_2366	0
BAA_2707	UPF0397 protein BAA_2707	0
BAA_3113	UPF0178 protein BAA_3113	0
BAA_3146	UPF0271 protein BAA_3146	0
BAA_3232	UPF0753 protein BAA_3232	0
BAA_3454	UPF0316 protein BAA_3454	0
BAA_3481	UPF0303 protein BAA_3481	0
BAA_3596	UPF0061 protein BAA_3596	0
BAA_3767	UPF0154 protein BAA_3767	0
BAA_4008	UPF0122 protein BAA_4008	0
BAA_4034	UPF0296 protein BAA_4034	0
BAA_4084	UPF0747 protein BAA_4084	0
BAA_4158	UPF0348 protein BAA_4158	0
BAA_4184	UPF0358 protein BAA_4184	0
BAA_4195	UPF0637 protein BAA_4195	0
BAA_4196	UPF0223 protein BAA_4196	0
BAA_4211	UPF0356 protein BAA_4211	0
BAA_4635	UPF0297 protein BAA_4635	0
BAA_4704	UPF0758 protein BAA_4704	0
BAA_4851	UPF0756 membrane protein BAA_4851	0
BAA_5208	UPF0349 protein BAA_5208	0
BAA_5414	UPF0042 nucleotide-binding protein BAA_5414	0
BAA_5659	UPF0741 protein BAA_5659	0
BAD_0077	UPF0317 protein BAD_0077	0
BAD_0596	UPF0102 protein BAD_0596	0
BAD_0641	UPF0182 protein BAD_0641	0
BAD_0837	UPF0042 nucleotide-binding protein BAD_0837	0
BAD_1323	UPF0210 protein BAD_1323	0
BCA_0027	Nucleoid-associated protein BCA_0027	0
BCA_0487	UPF0435 protein BCA_0487	0
BCA_0546	UPF0374 protein BCA_0546	0
BCA_0557	UPF0295 protein BCA_0557	0
BCA_0578	Probable transcriptional regulatory protein BCA_0578	0
BCA_0588	UPF0229 protein BCA_0588	0
BCA_0919	UPF0754 membrane protein BCA_0919	0
BCA_0920	UPF0342 protein BCA_0920	0
BCA_1194	UPF0344 protein BCA_1194	0
BCA_1202	UPF0234 protein BCA_1202	0
BCA_1220	UPF0736 protein BCA_1220	0
BCA_1242	UPF0738 protein BCA_1242	0
BCA_1448	UPF0180 protein BCA_1448	0
BCA_1579	UPF0302 protein BCA_1579	0
BCA_1617	UPF0398 protein BCA_1617	0
BCA_1948	UPF0176 protein BCA_1948	0
BCA_2383	UPF0346 protein BCA_2383	0
BCA_2731	UPF0397 protein BCA_2731	0
BCA_3127	UPF0178 protein BCA_3127	0
BCA_3156	UPF0271 protein BCA_3156	0
BCA_3214	UPF0753 protein BCA_3214	0
BCA_3456	UPF0316 protein BCA_3456	0
BCA_3474	UPF0303 protein BCA_3474	0
BCA_3587	UPF0061 protein BCA_3587	0
BCA_3779	UPF0154 protein BCA_3779	0
BCA_3946	UPF0122 protein BCA_3946	0
BCA_3972	UPF0296 protein BCA_3972	0
BCA_4023	UPF0747 protein BCA_4023	0
BCA_4029	UPF0348 protein BCA_4029	0
BCA_4054	UPF0358 protein BCA_4054	0
BCA_4065	UPF0637 protein BCA_4065	0
BCA_4066	UPF0223 protein BCA_4066	0
BCA_4081	UPF0356 protein BCA_4081	0
BCA_4499	UPF0297 protein BCA_4499	0
BCA_4566	UPF0758 protein BCA_4566	0
BCA_4705	UPF0756 membrane protein BCA_4705	0
BCA_4815	UPF0354 protein BCA_4815	0
BCA_5073	UPF0349 protein BCA_5073	0
BCA_5283	UPF0042 nucleotide-binding protein BCA_5283	0
BCA_5336	UPF0249 protein BCA_5336	0
BCE_0021	Nucleoid-associated protein BCE_0021	0
BCE_0033	UPF0213 protein BCE_0033	0
BCE_0220	Putative sugar uptake protein BCE_0220	0
BCE_0520	UPF0435 protein BCE_0520	0
BCE_0582	UPF0374 protein BCE_0582	0
BCE_0593	UPF0295 protein BCE_0593	0
BCE_0595	Probable transcriptional regulatory protein BCE_0595	0
BCE_0606	UPF0229 protein BCE_0606	0
BCE_0952	UPF0754 membrane protein BCE_0952	0
BCE_0953	UPF0342 protein BCE_0953	0
BCE_1081	UPF0337 protein BCE_1081	0
BCE_1095	UPF0145 protein BCE_1095	0
BCE_1257	UPF0344 protein BCE_1257	0
BCE_1273	UPF0234 protein BCE_1273	0
BCE_1296	UPF0736 protein BCE_1296	0
BCE_1316	UPF0413 protein BCE_1316	0
BCE_1319	UPF0738 protein BCE_1319	0
BCE_1513	UPF0180 protein BCE_1513	0
BCE_1647	UPF0302 protein BCE_1647	0
BCE_1688	UPF0398 protein BCE_1688	0
BCE_1961	UPF0176 protein BCE_1961	0
BCE_1981	UPF0291 protein BCE_1981	0
BCE_2019	Uncharacterized HTH-type transcriptional regulator BCE_2019	0
BCE_2233	UPF0403 protein BCE_2233	0
BCE_2336	UPF0346 protein BCE_2336	0
BCE_2667	UPF0397 protein BCE_2667	0
BCE_2668	Putative ABC transporter ATP-binding protein BCE_2668	0
BCE_2776	UPF0421 protein BCE_2776	0
BCE_3095	UPF0178 protein BCE_3095	0
BCE_3119	UPF0271 protein BCE_3119	0
BCE_3190	UPF0753 protein BCE_3190	0
BCE_3323	Putative ABC transporter ATP-binding protein BCE_3323	0
BCE_3390	UPF0316 protein BCE_3390	0
BCE_3522	UPF0061 protein BCE_3522	0
BCE_3655	UPF0337 protein BCE_3655	0
BCE_3716	UPF0154 protein BCE_3716	0
BCE_3725	UPF0291 protein BCE_3725	0
BCE_3888	UPF0122 protein BCE_3888	0
BCE_3915	UPF0296 protein BCE_3915	0
BCE_3965	UPF0747 protein BCE_3965	0
BCE_3971	UPF0348 protein BCE_3971	0
BCE_3979	UPF0298 protein BCE_3979	0
BCE_3996	UPF0358 protein BCE_3996	0
BCE_4007	UPF0637 protein BCE_4007	0
BCE_4008	UPF0223 protein BCE_4008	0
BCE_4025	UPF0356 protein BCE_4025	0
BCE_4227	UPF0403 protein BCE_4227	0
BCE_4468	UPF0473 protein BCE_4468	0
BCE_4470	UPF0297 protein BCE_4470	0
BCE_4545	UPF0758 protein BCE_4545	0
BCE_4726	UPF0756 membrane protein BCE_4726	0
BCE_4835	UPF0354 protein BCE_4835	0
BCE_5075	UPF0349 protein BCE_5075	0
BCE_5259	UPF0042 nucleotide-binding protein BCE_5259	0
BCE_5279	UPF0324 membrane protein BCE_5279	0
BCE_5284	UPF0145 protein BCE_5284	0
BCE_5317	UPF0249 protein BCE_5317	0
BCE_5442	UPF0340 protein BCE_5442	0
BCE_5513	UPF0741 protein BCE_5513	0
BCG_0069	UPF0301 protein BCG_0069	0
BCG_0095	UPF0182 protein BCG_0095	0
BCG_1482	UPF0042 nucleotide-binding protein BCG_1482	0
BCG_1543	UPF0353 protein BCG_1543	0
BCG_3311	Maf-like protein BCG_3311	0
BCI_0033	UPF0114 protein BCI_0033	0
BCI_0116	Nucleoid-associated protein BCI_0116	0
BCI_0256	UPF0434 protein BCI_0256	0
BCI_0454	UPF0176 protein BCI_0454	0
BCI_0481	UPF0301 protein BCI_0481	0
BCQ_0027	Nucleoid-associated protein BCQ_0027	0
BCQ_0494	UPF0435 protein BCQ_0494	0
BCQ_0555	UPF0374 protein BCQ_0555	0
BCQ_0566	UPF0295 protein BCQ_0566	0
BCQ_0605	Probable transcriptional regulatory protein BCQ_0605	0
BCQ_0617	UPF0229 protein BCQ_0617	0
BCQ_0944	UPF0754 membrane protein BCQ_0944	0
BCQ_0945	UPF0342 protein BCQ_0945	0
BCQ_1212	UPF0344 protein BCQ_1212	0
BCQ_1220	UPF0234 protein BCQ_1220	0
BCQ_1243	UPF0736 protein BCQ_1243	0
BCQ_1264	UPF0738 protein BCQ_1264	0
BCQ_1467	UPF0180 protein BCQ_1467	0
BCQ_1589	UPF0302 protein BCQ_1589	0
BCQ_1627	UPF0398 protein BCQ_1627	0
BCQ_1875	UPF0176 protein BCQ_1875	0
BCQ_2236	UPF0346 protein BCQ_2236	0
BCQ_2505	UPF0397 protein BCQ_2505	0
BCQ_2874	UPF0178 protein BCQ_2874	0
BCQ_2904	UPF0271 protein BCQ_2904	0
BCQ_2979	UPF0753 protein BCQ_2979	0
BCQ_3166	UPF0316 protein BCQ_3166	0
BCQ_3199	UPF0303 protein BCQ_3199	0
BCQ_3304	UPF0061 protein BCQ_3304	0
BCQ_3484	UPF0154 protein BCQ_3484	0
BCQ_3631	UPF0122 protein BCQ_3631	0
BCQ_3657	UPF0296 protein BCQ_3657	0
BCQ_3705	UPF0747 protein BCQ_3705	0
BCQ_3711	UPF0348 protein BCQ_3711	0
BCQ_3737	UPF0358 protein BCQ_3737	0
BCQ_3749	UPF0637 protein BCQ_3749	0
BCQ_3765	UPF0356 protein BCQ_3765	0
BCQ_4241	UPF0758 protein BCQ_4241	0
BCQ_4399	UPF0756 membrane protein BCQ_4399	0
BCQ_4506	UPF0354 protein BCQ_4506	0
BCQ_4976	UPF0042 nucleotide-binding protein BCQ_4976	0
BCQ_5224	UPF0741 protein BCQ_5224	0
BDI_0169	Maf-like protein BDI_0169	0
BDI_1130	UPF0597 protein BDI_1130	0
BDI_1226	UPF0246 protein BDI_1226	0
BDI_1233	Probable transcriptional regulatory protein BDI_1233	0
BDI_1431	UPF0301 protein BDI_1431	0
BDI_2116	UPF0365 protein BDI_2116	0
BDI_2565	UPF0102 protein BDI_2565	0
BDI_2732	UPF0145 protein BDI_2732	0
BL1209.1	UPF0237 protein BL1209.1	0
BLA_0552	UPF0210 protein BLA_0552	0
BLA_1344	Probable transcriptional regulatory protein BLA_1344	0
BLA_1368	UPF0042 nucleotide-binding protein BLA_1368	0
BLD_0430	UPF0042 nucleotide-binding protein BLD_0430	0
BLD_0450	Probable transcriptional regulatory protein BLD_0450	0
BLD_0969	UPF0210 protein BLD_0969	0
BLD_1357	UPF0145 protein BLD_1357	0
BLi00029	Nucleoid-associated protein BLi00029/BL02358	0
BLi00048	UPF0213 protein BLi00048/BL00536	0
BLi00498	UPF0271 protein BLi00498/BL02806	0
BLi00500	UPF0317 protein BLi00500/BL02808	0
BLi00691	UPF0316 protein BLi00691/BL01474	0
BLi00754	Probable transcriptional regulatory protein BLi00754/BL02339	0
BLi00816	UPF0435 protein BLi00816/BL03111	0
BLi00845	UPF0753 protein BLi00845/BL00917	0
BLi00854	UPF0060 membrane protein BLi00854/BL03049	0
BLi00890	UPF0374 protein BLi00890/BL03042	0
BLi00901	UPF0295 protein BLi00901/BL05075	0
BLi01057	UPF0754 membrane protein BLi01057/BL02871	0
BLi01058	UPF0342 protein BLi01058/BL02870	0
BLi01172	UPF0344 protein BLi01172/BL01343	0
BLi01194	UPF0234 protein BLi01194/BL01306	0
BLi01230	UPF0736 protein BLi01230/BL03322	0
BLi01249	UPF0413 protein BLi01249/BL03343	0
BLi01253	UPF0738 protein BLi01253/BL05110	0
BLi01634	UPF0180 protein BLi01634/BL05144	0
BLi01669	UPF0356 protein BLi01669/BL01628	0
BLi01683	UPF0637 protein BLi01683/BL05149	0
BLi01701	UPF0358 protein BLi01701/BL02974	0
BLi01717	UPF0298 protein BLi01717/BL02989	0
BLi01723	UPF0348 protein BLi01723/BL03002	0
BLi01729	UPF0747 protein BLi01729/BL00850	0
BLi01788	UPF0296 protein BLi01788/BL02292	0
BLi01817	UPF0122 protein BLi01817/BL02321	0
BLi01945	UPF0145 protein BLi01945/BL05168	0
BLi02035	UPF0291 protein BLi02035/BL02933	0
BLi02038	UPF0154 protein BLi02038/BL02936	0
BLi02292	UPF0346 protein BLi02292/BL01432	0
BLi02323	UPF0403 protein BLi02323/BL05224	0
BLi02355	UPF0398 protein BLi02355/BL05236	0
BLi02393	UPF0302 protein BLi02393/BL02764	0
BLi02578	UPF0403 protein BLi02578/BL01507	0
BLi02714	UPF0178 protein BLi02714/BL03680	0
BLi02729	UPF0365 protein BLi02729/BL01411	0
BLi02866	UPF0473 protein BLi02866/BL02030	0
BLi02868	UPF0297 protein BLi02868/BL02032	0
BLi02909	Probable transcriptional regulatory protein BLi02909/BL01150	0
BLi02918	UPF0735 ACT domain-containing protein BLi02918/BL01157	0
BLi02933	UPF0758 protein BLi02933/BL00636	0
BLi03063	UPF0756 membrane protein BLi03063/BL00400	0
BLi03134	UPF0354 protein BLi03134/BL00047	0
BLi03401	UPF0349 protein BLi03401/BL03152	0
BLi03574	UPF0176 protein BLi03574/BL00834	0
BLi03725	UPF0042 nucleotide-binding protein BLi03725/BL03417	0
BLi03936	UPF0340 protein BLi03936/BL03990	0
BLi03984	UPF0741 protein BLi03984/BL03913	0
BMD_4543	UPF0365 protein BMD_4543	0
BMEI0088	UPF0178 protein BMEI0088	0
BMEI0289	UPF0335 protein BMEI0289	0
BMEI0321	Probable transcriptional regulatory protein BMEI0321	0
BMEI0373	UPF0391 membrane protein BMEI0373	0
BMEI0534	UPF0260 protein BMEI0534	0
BMEI0598	UPF0303 protein BMEI0598	0
BMEI0718	UPF0758 protein BMEI0718	0
BMEI0952	UPF0283 membrane protein BMEI0952	0
BMEI1454	UPF0301 protein BMEI1454	0
BMEI1584	Invasion protein B homolog BMEI1584	0
BMEI1586	Uncharacterized protein BMEI1586	0
BMEI1669	UPF0262 protein BMEI1669	0
BMEI1672	Maf-like protein BMEI1672	0
BMEI1769	UPF0102 protein BMEI1769	0
BMEI1909	Nucleoid-associated protein BMEI1909	0
BMEI1914	UPF0324 membrane protein BMEI1914	0
BMEI2059	Maf-like protein BMEI2059	0
BOV_0033	Nucleoid-associated protein BOV_0033	0
BOV_0353	Uncharacterized protein BOV_0353	0
BOV_0485	UPF0301 protein BOV_0485	0
BOV_0999	UPF0283 membrane protein BOV_0999	0
BOV_1367	UPF0303 protein BOV_1367	0
BOV_1603	UPF0391 membrane protein BOV_1603	0
BOV_1660	Probable transcriptional regulatory protein BOV_1660	0
BOV_1691	UPF0335 protein BOV_1691	0
BOV_1904	UPF0178 protein BOV_1904	0
BPEN_258	UPF0301 protein BPEN_258	0
BPEN_388	UPF0434 protein BPEN_388	0
BPEN_475	UPF0265 protein BPEN_475	0
BPSL0257	UPF0271 protein BPSL0257	0
BPSL0529	UPF0042 nucleotide-binding protein BPSL0529	0
BPSL0867	UPF0234 protein BPSL0867	0
BPSL0877	UPF0434 protein BPSL0877	0
BPSL1116	UPF0176 protein BPSL1116	0
BPSL1159	Maf-like protein BPSL1159	0
BPSL1165	Probable transcriptional regulatory protein BPSL1165	0
BPSL1241	UPF0246 protein BPSL1241	0
BPSL1340	UPF0060 membrane protein BPSL1340	0
BPSL1422	UPF0061 protein BPSL1422	0
BPSL1499	Nucleoid-associated protein BPSL1499	0
BPSL1862	UPF0303 protein BPSL1862	0
BPSL2003	UPF0145 protein BPSL2003	0
BPSL2446	Maf-like protein BPSL2446	0
BPSL2693	UPF0301 protein BPSL2693	0
BPSL2729	UPF0226 protein BPSL2729	0
BPSL3274	UPF0102 protein BPSL3274	0
BPSS0198	UPF0271 protein BPSS0198	0
BPSS1373	UPF0502 protein BPSS1373	0
BPSS2216	UPF0391 membrane protein BPSS2216	0
BUsg_049	Uncharacterized protein BUsg_049	0
BUsg_080	Uncharacterized protein BUsg_080	0
BUsg_091	UPF0115 protein BUsg_091	0
BUsg_114	Uncharacterized protein BUsg_114	0
BUsg_115	UPF0118 membrane protein BUsg_115	0
BUsg_126	UPF0092 membrane protein BUsg_126	0
BUsg_132	Uncharacterized membrane protein BUsg_132	0
BUsg_160	Uncharacterized membrane protein BUsg_160	0
BUsg_167	UPF0162 protein BUsg_167	0
BUsg_175	Uncharacterized protein BUsg_175	0
BUsg_244	UPF0125 protein BUsg_244	0
