*sample_name	*sample_title	description	*organism	*taxonomy_id	bioproject_id	locus_tag_prefix	strain	breed	cultivar	isolate	label	biomaterial_provider	*collection_date	*env_biome	*env_feature	*env_material	*geo_loc_name	*lat_lon	*project_name	*isol_growth_condt	ref_biomaterial	*num_replicons	*estimated_size	*ploidy	*propagation	biotic_relationship	extrachrom_elements	health_disease_stat	host	host_spec_range	pathogenicity	samp_collect_device	samp_mat_process	sample_size	source_material_id	subspecf_gen_lin	trophic_level
A.MELLIFERA.TEX.9-4265	Apis mellifera. Texas. Individual name 9-4265		Apis mellifera	7460	PRJDB3873					9-4265			1996	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.90-8451	Apis mellifera. Texas. Individual name 90-8451		Apis mellifera	7460	PRJDB3873					90-8451			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.91-8476	Apis mellifera. Texas. Individual name 91-8476		Apis mellifera	7460	PRJDB3873					91-8476			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.92-8492	Apis mellifera. Texas. Individual name 92-8492		Apis mellifera	7460	PRJDB3873					92-8492			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.93-8493	Apis mellifera. Texas. Individual name 93-8493		Apis mellifera	7460	PRJDB3873					93-8493			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.94-8494	Apis mellifera. Texas. Individual name 94-8494		Apis mellifera	7460	PRJDB3873					94-8494			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.95-8495	Apis mellifera. Texas. Individual name 95-8495		Apis mellifera	7460	PRJDB3873					95-8495			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.96-8496	Apis mellifera. Texas. Individual name 96-8496		Apis mellifera	7460	PRJDB3873					96-8496			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.97-8491	Apis mellifera. Texas. Individual name 97-8491		Apis mellifera	7460	PRJDB3873					97-8491			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.98-8499	Apis mellifera. Texas. Individual name 98-8499		Apis mellifera	7460	PRJDB3873					98-8499			1993	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
A.MELLIFERA.TEX.99-4305	Apis mellifera. Texas. Individual name 99-4305		Apis mellifera	7460	PRJDB3873					99-4305			1997	not applicable	not applicable	not applicable	USA: Texas	28.12 N 97.4 W	Hybridization between bees of African and US populations	not applicable		not applicable	not applicable	diploid	not applicable												
